Está satisfeito com a ferramenta DreamShaper?;Sentiu que os vídeos da DreamShaper foram úteis para si?;Os exemplos foram úteis para si?;Acha que a ferramenta tem perguntas a mais ou, pelo contrário, gostaria de ter mais perguntas intermédias que ajudam a ir ‘entrando’ nos novos conceitos?;Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de Negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Acesso a recursos externos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Acesso a recursos externos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;;;Gestão de equipa;;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;Perguntas;;;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;;;;;Acesso a recursos externos;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;;;;;;Modelo de negócios;;Mural de equipa;;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;;Aspecto visual;;Perguntas;;;;;;;;Acesso a recursos externos;;;Navegação na ferramenta;;;;;Indicações de interface;;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;Perguntas;;;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;;;Acesso a recursos externos;nao tenho;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Bastante
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;;Mural de equipa;;;;;;;Perguntas;Exemplos;;;;;;;;Nao me parece que possa editar aquilo que já escrevi;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;;Vídeos;;;;;Gestão de projectos;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;Exemplos;;;;;;;Acesso a recursos externos;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;;;;Aspecto visual;;;;Vídeos;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;Modelo de negócios;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;;Vídeos;Modelo de negócios;;;;;;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;Bastante
Muito Satisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;;Aspecto visual;Navegação na ferramenta;;;;;;;Gestão de equipa;;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;;Não tinha nada a apontar mas obrigou-me a ter que escolher 3 opções para continuar.;Bastante
Muito Satisfeito;;;;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Perguntas;;;;Indicações de interface;;Gestão de equipa;;;;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;;;Indicações de interface;;;Gestão de projectos;;;Bastante
Muito Satisfeito;;;;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Bastante
Muito Satisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;Exemplos;;;;;;Gestão de projectos;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Pouco úteis;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;Mural de equipa;;;;;Bastante
Muito Satisfeito;;;;Aspecto visual;;Perguntas;;Vídeos;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito insatisfeito;Não foram úteis;Não, nada úteis;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Insatisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;Navegação na ferramenta;;;;Modelo de negócios;;;Gestão de equipa;;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;;;Exemplos;Vídeos;;;;Gestão de equipa;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;Aspecto visual;;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;;;;Mural de equipa;Gestão de equipa;;;;;;;;Vídeos;;;;;Gestão de projectos;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;;custo dos pacotes;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;Gestão de equipa;;Acesso a recursos externos;Acesso mais imediato a esclarecimento de dúvidas;Bastante
Satisfeito;;;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;Perguntas;;Vídeos;;;;;;;;;;;;;Modelo de negócios;Indicações de interface;;Gestão de equipa;;;;Bastante
Satisfeito;Úteis, mas pouco;Não, nada úteis;;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;Navegação na ferramenta;Perguntas;;Vídeos;;;;;;;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;;;Navegação na ferramenta;;;;;;Mural de equipa;Gestão de equipa;;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;Aspecto visual;;;;;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;;;;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;Vídeos;;;;Gestão de equipa;;;;Bastante
Satisfeito;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;;;;Exemplos;;;;;Gestão de equipa;;;Apesar de compreender o porquê da sua presença, achei o tamanho limite de preenchimento das respostas um pouco limitativo.;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;;;;;Gestão de equipa;;Acesso a recursos externos;;Aspecto visual;;;;Vídeos;;Indicações de interface;;;;;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;Vídeos;;Indicações de interface;;;;;;;Navegação na ferramenta;;Exemplos;;;;Mural de equipa;;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;Aspecto visual;;;;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;;;;Ser lento nos finais de cada etapa.;Bastante
Satisfeito;;;;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;Indicações de interface;;;;;;Bastante
Satisfeito;;;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;Aspecto visual;;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;Aspecto visual;;;;Vídeos;;;Mural de equipa;;;;;Bastante
Satisfeito;;;;;;Perguntas;Exemplos;;;Indicações de interface;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;;nao consigo tirar membros da equipe;Bastante
Muito Satisfeito;;;;;;;;Vídeos;Modelo de negócios;;;;;Acesso a recursos externos;;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;Bastante
Muito Satisfeito;;;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Bastante
Muito Satisfeito;Úteis, mas pouco;Algo úteis;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;Bastante
Muito Satisfeito;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;Vídeos;;Indicações de interface;;;;;;Bastante
Muito Satisfeito;;;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;Mural de equipa;;;;;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;Indicações de interface;;;;;;Bastante
Muito Satisfeito;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;;;;;Vídeos;;Indicações de interface;;Gestão de equipa;;;;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;Bastante
Muito Satisfeito;;;;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;informação constante sobre prazos/datas;Bastante
Muito Satisfeito;Não foram úteis;Muito úteis;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Bastante
Muito Satisfeito;;;;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;Indicações de interface;;;;Acesso a recursos externos;O espaço para as respostas é muito pequeno;Bastante
Muito Satisfeito;;;;;Navegação na ferramenta;Perguntas;;;;;;Gestão de equipa;;;;;;;;Vídeos;Modelo de negócios;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;;;Perguntas;;;Modelo de negócios;Indicações de interface;;;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;Bastante
Muito Satisfeito;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito insatisfeito;Não foram úteis;Algo úteis;;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;;Nâo gosto de andar a escrever em pontos para trás e para a frente nos módulos, devia ser seguido;Bastante
Muito insatisfeito;;;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;;Alguma confusão na comunicação;Bastante
Muito insatisfeito;;;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito insatisfeito;;;;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;Aspecto visual;;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;;Aspecto visual;;;;;Modelo de negócios;;;;;Acesso a recursos externos;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;;;Exemplos;;;;;;;Acesso a recursos externos;;;;Perguntas;;;;;Mural de equipa;;;;algumas dificuldades a preencher alguns negocios por falta de conhecimento enquanto gestora;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;;;;;;;Indicações de interface;;;Gestão de projectos;;Não haver um separador para as etapas;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;Exemplos;;;Indicações de interface;;;;;;Alguma coisa
Satisfeito;;;;Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;;;;;Indicações de interface;Mural de equipa;;;;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;Perguntas;;;;;Mural de equipa;;;;Nada a referir;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;Navegação na ferramenta;;Exemplos;;;;;;;;"""Exemplos"" e "" Outros"" porque o programa pede 3";Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Alguma coisa
Satisfeito;;;;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Alguma coisa
