Learned?,counts,year,population,percentage
1.0,4,2020,132,0.030303030303030304
2.0,16,2020,132,0.12121212121212122
3.0,40,2020,132,0.30303030303030304
4.0,56,2020,132,0.42424242424242425
5.0,16,2020,132,0.12121212121212122
